event_stage_in_path,super_event_causes,original_collection_id,event_type,recipient_county,sender_town,recipient_name,initial_museum_subject_matter,collection_id,sender_governance,initial_museum_sector,destination_country,destination_id,recipient_postcode,sender_size,collection_status,event_is_end_of_existence,sender_sector,sender_core_type,sender_county,super_event_date,sender_governance_broad,parent_collection_id,collection_size,collection_estimated_size_max,event_date_from,initial_museum_general_type,recipient_town,collection_estimated_size,destination_longitute,origin_longitute,ancestor_collections,sender_accreditation,initial_museum_id,sender_id,sender_general_type,initial_museum_accreditation,initial_museum_type,super_event_id,super_event_cause_types,initial_museum_town,recipient_id,destination_latitude,previous_event_id,event_id,sender_subject,sender_name,sender_country,sender_region,sender_type,collection_types,origin_latitude,initial_museum_governance,collection_description,sender_postcode,destination_region,event_date_to,initial_museum_size,collection_estimated_size_min,initial_museum_country,event_core_type,recipient_general_type,initial_museum_subject_matter_broad,recipient_core_type,origin_region,recipient_governance,recipient_type,recipient_sector,recipient_governance_broad,event_is_change_of_ownership,event_is_change_of_custody,origin_country,initial_museum_region,initial_museum_core_type,event_date,initial_museum_governance_broad,initial_museum_name
0,unknown,cm169weavers-cottage-part2,stored,,Airdrie,,Buildings-Houses-Small_houses,cm169weavers-cottage-part2,Local_Authority,public,,,,small,collection,False,public,museum,NA,2006,Local_Authority,,some,4000.0,,organisation,,1250.0,,,['cm169weavers-cottage-part2'],Unaccredited,mm.domus.SC202,museummm.domus.SC202,organisation,Unaccredited,museum,cm169,unknown - other - other,Airdrie,,,,event821,Buildings,Weavers Cottage Museum,Scotland,Scotland,museum,['miscellaneous'],,Local_Authority,,ML6 0BN,,,small,100.0,Scotland,stored,,Buildings,,,,,,,False,False,,Scotland,museum,2006?,Local_Authority,Weavers Cottage Museum
0,unknown,cm170chester-toy-all,sent-to-auction,,Chester,unknown actor 823,Leisure_and_sport-Toys_and_models,cm170chester-toy-all,Private,private,,place1,,small,collection,False,private,museum,NA,2001,Private,,all,10000.0,,organisation,,5000.0,,,['cm170chester-toy-all'],Unaccredited,mm.wiki.021,museummm.wiki.021,organisation,Unaccredited,museum,cm170,unknown - other - other,Chester,unknown_actor_823,,,event823,Leisure_and_sport,Chester Toy And Doll Museum,England,North West (English Region),museum,"['model car', 'doll', 'toy']",,Private,included matchbox car collection,CH1 1RS,,,small,1000.0,England,sold,,Leisure_and_sport,,,,actor,unknown,,True,True,England,North West (English Region),museum,2001/,Private,Chester Toy And Doll Museum
0,running a deficit; local authority council funding cut,cm171buckie-drifter-photos,transferred,NA,Buckie,Buckie & District Fishing Heritage Centre,Sea_and_seafaring-Mixed,cm171buckie-drifter-photos,Independent-Not_for_profit,third,Scotland,place3609,AB56 1HB,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Buckie,1250.0,,,['cm171buckie-drifter-photos'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,buckie-district-fishing,,,event825,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['photograph'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,running a deficit; local authority council funding cut,cm171buckie-drifter-heritage,transferred,NA,Buckie,Buckie & District Fishing Heritage Centre,Sea_and_seafaring-Mixed,cm171buckie-drifter-heritage,Independent-Not_for_profit,third,Scotland,place3609,AB56 1HB,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Buckie,1250.0,,,['cm171buckie-drifter-heritage'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,buckie-district-fishing,,,event826,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['miscellaneous'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,running a deficit; local authority council funding cut,cm171buckie-drifter-portnockie,transferred,,Buckie,"Portknockie, Cullen & Deskford Heritage Group",Sea_and_seafaring-Mixed,cm171buckie-drifter-portnockie,Independent-Not_for_profit,third,,place172,AB56 4YF,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Buckie,1250.0,,,['cm171buckie-drifter-portnockie'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,portknockie-heritage-group,,,event827,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['miscellaneous'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,society,,,heritage society,third,,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,running a deficit; local authority council funding cut,cm171buckie-drifter-burghead,transferred,,Buckie,Burghead Headland Trust,Sea_and_seafaring-Mixed,cm171buckie-drifter-burghead,Independent-Not_for_profit,third,,place173,IV30 5UQ,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Elgin,1250.0,,,['cm171buckie-drifter-burghead'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,burghead-headland-trust,,,event828,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['miscellaneous'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,society,,,heritage society,third,,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,running a deficit; local authority council funding cut,cm171buckie-drifter-lighthouses,transferred,NA,Buckie,Museum Of Scottish Lighthouses,Sea_and_seafaring-Mixed,cm171buckie-drifter-lighthouses,Independent-Not_for_profit,third,Scotland,place1791,AB43 9DU,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Fraserbugh,1250.0,,,['cm171buckie-drifter-lighthouses'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,museum-scottish-lighthouses,,,event829,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['miscellaneous'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,running a deficit; local authority council funding cut,cm171buckie-drifter-fisheries,transferred,NA,Buckie,Scottish Fisheries Museum,Sea_and_seafaring-Mixed,cm171buckie-drifter-fisheries,Independent-Not_for_profit,third,Scotland,place838,KY10 3AB,small,collection,False,third,museum,NA,2005,Independent,,some,4000.0,,organisation,Anstruther,1250.0,,,['cm171buckie-drifter-fisheries'],Unaccredited,mm.domus.SC299,museummm.domus.SC299,organisation,Unaccredited,museum,cm171,financial - costs - deficit; financial - funding cut - local authority funding cut,Buckie,scottish-fisheries-museum,,,event830,Sea_and_seafaring,The Buckie Drifter Maritime Heritage Centre,Scotland,Scotland,museum,['miscellaneous'],,Independent-Not_for_profit,,AB56 1TT,,,small,100.0,Scotland,free-transfer,organisation,Sea_and_seafaring,museum,,Independent-Not_for_profit,museum,third,Independent,True,True,Scotland,Scotland,museum,2005/2006?,Independent,The Buckie Drifter Maritime Heritage Centre
0,unsustainable,cm172segontium-all,loans-returned,NA,Caernafon,National Museum Cardiff,Archaeology-Roman,cm172segontium-all,Independent-Not_for_profit,third,Wales,place2370,CF10 3NP,small,loan,False,third,museum,NA,2011,Independent,,all,10000.0,,organisation,Cardiff,5000.0,,,['cm172segontium-all'],Unaccredited,mm.domus.WA088,museummm.domus.WA088,organisation,Unaccredited,museum,cm172,financial - costs - unsustainable,Caernafon,national-museum-cardiff,,,event832,Archaeology,Segontium Roman Museum,Wales,Wales,museum,['archaeological artifact'],,Independent-Not_for_profit,Roman artefacts,LL55 2LN,,,small,1000.0,Wales,returned,organisation,Archaeology,museum,,National,museum,public,National,False,True,Wales,Wales,museum,2011,Independent,Segontium Roman Museum
1,unsustainable,cm172segontium-all,stored,,Cardiff,,Archaeology-Roman,cm172segontium-stored,National,third,,,,large,loan,False,public,museum,NA,2011,National,cm172segontium-all,most,10000.0,,organisation,,4000.0,,,"['cm172segontium-stored', 'cm172segontium-all']",Accredited,mm.domus.WA088,national-museum-cardiff,organisation,Unaccredited,museum,cm172,financial - costs - unsustainable,Caernafon,,,event832,event833,Mixed,National Museum Cardiff,Wales,Wales,museum,['archaeological artifact'],,Independent-Not_for_profit,Roman artefacts,CF10 3NP,,,small,600.0,Wales,stored,,Archaeology,,,,,,,False,False,,Wales,museum,2011,Independent,Segontium Roman Museum
1,unsustainable,cm172segontium-all,moved,NA,Cardiff,St Fagans: National History Museum,Archaeology-Roman,cm172segontium-display,National,third,Wales,place2599,CF5 6XB,large,loan,False,public,museum,NA,2011,National,cm172segontium-all,few,1000.0,,organisation,Cardiff,250.0,,,"['cm172segontium-display', 'cm172segontium-all']",Accredited,mm.domus.WA088,national-museum-cardiff,organisation,Unaccredited,museum,cm172,financial - costs - unsustainable,Caernafon,st-fagans,,event832,event834,Mixed,National Museum Cardiff,Wales,Wales,museum,['archaeological artifact'],,Independent-Not_for_profit,Roman artefacts,CF10 3NP,,,small,10.0,Wales,moved,organisation,Archaeology,museum,,National,museum,public,National,False,True,Wales,Wales,museum,2011?/..,Independent,Segontium Roman Museum
2,unsustainable,cm172segontium-all,displayed,,Cardiff,,Archaeology-Roman,cm172segontium-display,National,third,,,,large,loan,False,public,museum,NA,2011,National,cm172segontium-all,few,1000.0,,organisation,,250.0,,,"['cm172segontium-display', 'cm172segontium-all']",Accredited,mm.domus.WA088,st-fagans,organisation,Unaccredited,museum,cm172,financial - costs - unsustainable,Caernafon,,,event834,event835,Buildings,St Fagans: National History Museum,Wales,Wales,museum,['archaeological artifact'],,Independent-Not_for_profit,Roman artefacts,CF5 6XB,,,small,10.0,Wales,used,,Archaeology,,,,,,,False,False,,Wales,museum,2011?/..,Independent,Segontium Roman Museum
0,unknown,cm173dairy-museum-all,stored,,nr. Southampton,,Rural_Industry-Farming,cm173dairy-museum-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,Hampshire,2003,Independent,,all,10000.0,,organisation,,5000.0,,,['cm173dairy-museum-all'],Unaccredited,mm.aim82NM.104,museummm.aim82NM.104,organisation,Unaccredited,museum,cm173,unknown - other - other,nr. Southampton,,,,event837,Rural_Industry,National Dairy Museum,England,South East (English Region),museum,['miscellaneous'],,Independent-Not_for_profit,,SO40 7EH,,,small,1000.0,England,stored,,Rural_Industry,,,,,,,False,False,,South East (English Region),museum,2003,Independent,National Dairy Museum
0,co-occupant leaves; low revenue,cm174eastleigh-museum-all,left-in-situ,,Eastleigh,,Local_Histories,cm174eastleigh-museum-all,Local_Authority,public,,,,medium,collection,False,public,museum,Hampshire,2022,Local_Authority,,all,50000.0,,organisation,,30000.0,,,['cm174eastleigh-museum-all'],Accredited,mm.domus.SE264,museummm.domus.SE264,organisation,Accredited,museum,cm174,restructure of host organisation - co-occupant leaves - other; financial - costs - low revenue,Eastleigh,,,,event839,Local_Histories,Eastleigh Museum,England,South East (English Region),museum,['miscellaneous'],,Local_Authority,,SO5 5LF,,,medium,10000.0,England,left,,Local_Histories,,,,,,,False,False,,South East (English Region),museum,2022/..,Local_Authority,Eastleigh Museum
0,building unsuitable; closed pending relocation,cm175biggar-albion-all,stored,,Biggar,,Transport-Mixed,cm175biggar-albion-all,Independent-Not_for_profit,third,,,,small,collection,False,third,museum,NA,2018,Independent,,all,10000.0,,organisation,,5000.0,,,['cm175biggar-albion-all'],Unaccredited,mm.domus.SC007,museummm.domus.SC007,organisation,Unaccredited,museum,cm175,building - unsuitable - other; strategic closure - other - other,Biggar,,,,event841,Transport,Biggar Albion Museum,Scotland,Scotland,museum,"['motor vehicle', 'archives', 'miscellaneous']",,Independent-Not_for_profit,,ML12 6EJ,,,small,1000.0,Scotland,stored,,Transport,,,,,,,False,False,,Scotland,museum,,Independent,Biggar Albion Museum
0,host organisation funding cut,cm176avery-museum-bmag,transferred,NA,Warley,Birmingham Museum And Art Gallery,Industry_and_manufacture-Other,cm176avery-museum-bmag,Private,private,England,place4189,B3 3DH,small,collection,False,private,museum,NA,2015,Private,,few,1000.0,,organisation,Birmingham,250.0,,,['cm176avery-museum-bmag'],Unaccredited,mm.musa.021,museummm.musa.021,organisation,Unaccredited,museum,cm176,financial - funding cut - host organisation funding cut,Warley,bmag,,,event843,Industry_and_manufacture,Avery Historical Museum,England,West Midlands (English Region),museum,"['weighing scale', 'weight', 'miscellaneous']",,Private,"African, and Middle Eastern weights",B66 2LP,,,small,10.0,England,free-transfer,organisation,Industry_and_manufacture,museum,,Local_Authority,museum,public,Local_Authority,True,True,England,West Midlands (English Region),museum,,Private,Avery Historical Museum
0,host organisation funding cut,cm176avery-museum-kept,kept,,Warley,,Industry_and_manufacture-Other,cm176avery-museum-kept,Private,private,,,,small,collection,False,private,museum,NA,2015,Private,,most,10000.0,,organisation,,4000.0,,,['cm176avery-museum-kept'],Unaccredited,mm.musa.021,museummm.musa.021,organisation,Unaccredited,museum,cm176,financial - funding cut - host organisation funding cut,Warley,,,,event844,Industry_and_manufacture,Avery Historical Museum,England,West Midlands (English Region),museum,"['weighing scale', 'weight', 'miscellaneous']",,Private,,B66 2LP,,,small,600.0,England,kept,,Industry_and_manufacture,,,,,,,False,False,,West Midlands (English Region),museum,,Private,Avery Historical Museum
0,host organisation funding cut,cm176avery-museum-scim,transferred,NA,Warley,Science Museum,Industry_and_manufacture-Other,cm176avery-museum-scim,Private,private,England,place1559,SW7 2DD,small,collection,False,private,museum,NA,2015,Private,,few,1000.0,,organisation,London,250.0,,,['cm176avery-museum-scim'],Unaccredited,mm.musa.021,museummm.musa.021,organisation,Unaccredited,museum,cm176,financial - funding cut - host organisation funding cut,Warley,science-museum,,,event845,Industry_and_manufacture,Avery Historical Museum,England,West Midlands (English Region),museum,['weighing scale'],,Private,,B66 2LP,,,small,10.0,England,free-transfer,organisation,Industry_and_manufacture,museum,,National,museum,public,National,True,True,England,West Midlands (English Region),museum,,Private,Avery Historical Museum
0,too much work for owners,cm177glendale-sold-auction,sent-to-auction,,Isle of Skye,unknown actor 847,Leisure_and_sport-Toys_and_models,cm177glendale-sold-auction,Private,private,,place1,,small,collection,False,private,museum,NA,2012,Private,,some,4000.0,,organisation,,1250.0,,,['cm177glendale-sold-auction'],Unaccredited,mm.wiki.480,museummm.wiki.480,organisation,Unaccredited,museum,cm177,life events - too much work - other,Isle of Skye,unknown_actor_847,,,event847,Leisure_and_sport,Glendale Toy Museum,Scotland,Scotland,museum,['toy'],,Private,,IV55 8WJ,,,small,100.0,Scotland,sold,,Leisure_and_sport,,,,actor,unknown,,True,True,Scotland,Scotland,museum,2015/..,Private,Glendale Toy Museum
0,too much work for owners,cm177glendale-returned,donation-returned,,Isle of Skye,unknown actor 848,Leisure_and_sport-Toys_and_models,cm177glendale-returned,Private,private,,place1,,small,collection,False,private,museum,NA,2012,Private,,some,4000.0,,organisation,,1250.0,,,['cm177glendale-returned'],Unaccredited,mm.wiki.480,museummm.wiki.480,organisation,Unaccredited,museum,cm177,life events - too much work - other,Isle of Skye,unknown_actor_848,,,event848,Leisure_and_sport,Glendale Toy Museum,Scotland,Scotland,museum,"['toy', 'doll']",,Private,,IV55 8WJ,,,small,100.0,Scotland,returned,,Leisure_and_sport,,,,actor,unknown,,True,True,Scotland,Scotland,museum,2012/..,Private,Glendale Toy Museum
0,too much work for owners,cm177glendale-sold,sold,,Isle of Skye,unknown actor 849,Leisure_and_sport-Toys_and_models,cm177glendale-sold,Private,private,,place1,,small,collection,False,private,museum,NA,2012,Private,,some,4000.0,,organisation,,1250.0,,,['cm177glendale-sold'],Unaccredited,mm.wiki.480,museummm.wiki.480,organisation,Unaccredited,museum,cm177,life events - too much work - other,Isle of Skye,unknown_actor_849,,,event849,Leisure_and_sport,Glendale Toy Museum,Scotland,Scotland,museum,['toy'],,Private,,IV55 8WJ,,,small,100.0,Scotland,sold,,Leisure_and_sport,,,,actor,unknown,,True,True,Scotland,Scotland,museum,2012/..,Private,Glendale Toy Museum
